cord_uid,doi,sha,pdf_json_files,pmc_json_files,title,trigger_terms,appositive_phrases
hhxux84l,10.18087/cardio.2020.12.n1342,,,,COVID-19 management in heart transplanted recipients: registry of Almazov National Medical Research Centre.,registry,COVID-19 management in heart transplanted recipients: registry
7ur14cr5,10.1021/acs.joc.0c02433,,,,"Doubly Strapped Redox-Switchable 5,10,15,20-Tetraaryl-5,15-diazaporphyrinoids: Promising Platforms for the Evaluation of Paratropic and Diatropic Ring-Current Effects.",Platforms,"-Tetraaryl-5,15-diazaporphyrinoids: Promising Platforms"
0o4ql3zo,10.1016/j.jcin.2012.10.011,,,,"Angiographic success and procedural complications in patients undergoing percutaneous coronary chronic total occlusion interventions: a weighted meta-analysis of 18,061 patients from 65 studies.",meta-analysis,Angiographic success and procedural complications in patients undergoing percutaneous coronary chronic total occlusion interventions: a weighted meta-analysis
plgfg38n,10.1111/joim.13183,,,,Use of proton pump inhibitors and risk of adverse clinical outcomes from COVID-19: a meta-analysis.,meta-analysis,Use of proton pump inhibitors and risk of adverse clinical outcomes from COVID-19: a meta-analysis
64h9tmsb,10.3174/ajnr.a4651,,,,Endovascular Treatment of Very Small Intracranial Aneurysms: Meta-Analysis.,Meta-Analysis,Endovascular Treatment of Very Small Intracranial Aneurysms: Meta-Analysis
ke3n5ae0,10.1080/03079457.2012.751485,,,,"The required sample size in vaccination-challenge experiments with infectious bronchitis virus, a meta-analysis.",meta-analysis,"with infectious bronchitis virus, a meta-analysis"
rmx8xgqr,10.18176/jiaci.0672,,,,Efficacy and Safety of Nemolizumab for Treatment of Adult Atopic Dermatitis: A Meta-analysis of Randomized Clinical Trials.,Meta-analysis,Efficacy and Safety of Nemolizumab for Treatment of Adult Atopic Dermatitis: A Meta-analysis
fvk6j3q4,10.1159/000512208,,,,"The Collaborative Aging Research Using Technology Initiative: An Open, Sharable, Technology-Agnostic Platform for the Research Community.",Platform,"Research Using Technology Initiative: An Open, Sharable, Technology-Agnostic Platform"
sf02fdsm,10.1017/cts.2022.376,,,,The IRB Reliance Exchange (IREx): A national web-based platform for operationalizing single IRB review.,platform,The IRB Reliance Exchange (IREx): A national web-based platform
tyfgc6g1,10.23736/s2724-5985.21.02863-4,,,,Higher risk of death in COVID-19 patients complicated by gastrointestinal bleeding events: a meta-analysis.,meta-analysis,by gastrointestinal bleeding events: a meta-analysis
s1lnojzu,10.1111/nph.16933,,,,Biomes are everybody's kingdom: a platform where ecology and biogeography meet.,platform,are everybody's kingdom: a platform
f5zvu6kw,10.1038/s41598-020-72685-1,,,,Machine learning prediction in cardiovascular diseases: a meta-analysis.,meta-analysis,Machine learning prediction in cardiovascular diseases: a meta-analysis
ofqrxgug,10.1002/rcs.1713,,,,Da Vinci single site© surgical platform in clinical practice: a systematic review.,platform,Da Vinci single site© surgical platform
dq21mrbb,10.1016/j.jmb.2020.11.004,,,,PolarProtDb: a database of transmembrane and secreted proteins showing apical-basal polarity.,database,PolarProtDb: a database
cdlxzlyp,10.1002/rmv.2237,,,,Global prevalence and genotype distribution of norovirus infection in children with gastroenteritis: A meta-analysis on 6 years of research from 2015 to 2020.,meta-analysis,Global prevalence and genotype distribution of norovirus infection in children with gastroenteritis: A meta-analysis
mx921pou,10.1136/neurintsurg-2013-010887,,,,Early results of the Axium MicroFX for Endovascular Repair of IntraCranial Aneurysm (AMERICA) study: a multicenter prospective observational registry.,registry,Early results of the Axium MicroFX for Endovascular Repair of IntraCranial Aneurysm (AMERICA) study: a multicenter prospective observational registry
ii678mpi,10.1583/jevt-12-3861c.1,,,,Commentary: The MISAGO registry: a rapid-exchange superficial femoral artery stent for a rapidly expanding field.,registry,Commentary: The MISAGO registry
otmujy50,10.1007/s00423-020-01884-1,,,,Routine versus selective computed tomography in non-traumatic acute abdominal pain: meta-analysis of randomised trials.,meta-analysis,Routine versus selective computed tomography in non-traumatic acute abdominal pain: meta-analysis
fcwts0k8,10.1186/s12890-022-01828-z,,,,Concurrent chemoradiotherapy with cisplatin + S-1 versus cisplatin + other third-generation agents for locally advanced non-small-cell lung cancer: a meta-analysis of individual participant data.,meta-analysis,Concurrent chemoradiotherapy with cisplatin + S-1 versus cisplatin + other third-generation agents for locally advanced non-small-cell lung cancer: a meta-analysis
6ll6i1cr,10.1016/j.cortex.2021.11.001,,,,Cognitive and visual processing performance in Parkinson's disease patients with vs without visual hallucinations: A meta-analysis.,meta-analysis,and visual processing performance in Parkinson's disease patients with vs without visual hallucinations: A meta-analysis
j2f6xut7,10.1097/pcc.0000000000002703,,,,Levetiracetam Versus Phenytoin or Fosphenytoin for Second-Line Treatment of Pediatric Status Epilepticus: A Meta-Analysis.,Meta-Analysis,Levetiracetam Versus Phenytoin or Fosphenytoin for Second-Line Treatment of Pediatric Status Epilepticus: A Meta-Analysis
lb71tzlu,10.1016/s0140-6736(14)60584-5,,,,"Effect of treatment delay, age, and stroke severity on the effects of intravenous thrombolysis with alteplase for acute ischaemic stroke: a meta-analysis of individual patient data from randomised trials.",meta-analysis,"Effect of treatment delay, age, and stroke severity on the effects of intravenous thrombolysis with alteplase for acute ischaemic stroke: a meta-analysis"
u3s7jetw,10.3174/ajnr.a5900,,,,Y-Stent-Assisted Coiling of Wide-Neck Bifurcation Intracranial Aneurysms: A Meta-Analysis.,Meta-Analysis,Stent-Assisted Coiling of Wide-Neck Bifurcation Intracranial Aneurysms: A Meta-Analysis
0g4bojce,10.1002/mds.28632,,,,Dopamine Receptors in Parkinson's Disease: A Meta-Analysis of Imaging Studies.,Meta-Analysis,Dopamine Receptors in Parkinson's Disease: A Meta-Analysis
ulc9mm6u,10.1111/jocs.14020,,,,Outcomes after Ross procedure in adult patients: A meta-analysis and microsimulation.,meta-analysis,Outcomes after Ross procedure in adult patients: A meta-analysis
ys3dbnxm,10.1089/lap.2017.0245,,,,Single Incision Versus Conventional Laparoscopic Sleeve Gastrectomy for Morbid Obesity: A Meta-Analysis.,Meta-Analysis,Conventional Laparoscopic Sleeve Gastrectomy for Morbid Obesity: A Meta-Analysis
yomodtf2,10.1001/jamainternmed.2018.0750,,,,Economics of Palliative Care for Hospitalized Adults With Serious Illness: A Meta-analysis.,Meta-analysis,Economics of Palliative Care for Hospitalized Adults With Serious Illness: A Meta-analysis
mv0xbkko,10.1177/15533506211018671,,,,Thoracic Point-of-Care Ultrasound: A SARS-CoV-2 Data Repository for Future Artificial Intelligence and Machine Learning.,Repository,of-Care Ultrasound: A SARS-CoV-2 Data Repository
lghgl9zx,10.1136/neurintsurg-2015-011708,,,,SILK flow diverter for complex intracranial aneurysms: a Canadian registry.,registry,for complex intracranial aneurysms: a Canadian registry
48kzjh5u,10.1186/s12877-020-01723-4,,,,A call to action for delirium research: Meta-analysis and regression of delirium associated mortality.,Meta-analysis,A call to action for delirium research: Meta-analysis
37u0lgr5,10.1016/j.ejvs.2020.08.034,,,,Five Year Patient Outcomes of Endovascular Abdominal Aortic Aneurysm Repair in the ENDURANT France Registry.,Registry,Repair in the ENDURANT France Registry
kq3itfya,10.1016/j.jclinane.2020.109849,,,,Intravenous administration of dexmedetomidine and quality of recovery after elective surgery in adult patients: A meta-analysis of randomized controlled trials.,meta-analysis,Intravenous administration of dexmedetomidine and quality of recovery after elective surgery in adult patients: A meta-analysis
p26deyo0,10.1371/journal.pone.0263345,,,,A protocol for the VISION study: An indiVidual patient data meta-analysis of randomised trials comparing MRI-targeted biopsy to standard transrectal ultraSound guided bIopsy in the detection of prOstate cancer.,meta-analysis,An indiVidual patient data meta-analysis
k8q7i9cu,10.1002/clc.23436,,,,N-terminal pro-brain natriuretic peptide and short-term mortality in acute aortic dissection: A meta-analysis.,meta-analysis,-brain natriuretic peptide and short-term mortality in acute aortic dissection: A meta-analysis
w3q41awj,10.3390/nu12072005,,,,Impact of a Ketogenic Diet on Metabolic Parameters in Patients with Obesity or Overweight and with or without Type 2 Diabetes: A Meta-Analysis of Randomized Controlled Trials.,Meta-Analysis,Impact of a Ketogenic Diet on Metabolic Parameters in Patients with Obesity or Overweight and with or without Type 2 Diabetes: A Meta-Analysis
mkon6jsu,10.1093/bjsopen/zraa026,,,,Effect of remote ischaemic preconditioning on mortality and morbidity after non-cardiac surgery: meta-analysis.,meta-analysis,Effect of remote ischaemic preconditioning on mortality and morbidity after non-cardiac surgery: meta-analysis
oo2q3scc,10.1016/j.clbc.2020.07.005,,,,Comparative Effectiveness of Adjuvant Chemotherapy in Early-Stage Breast Cancer: A Network Meta-analysis.,Meta-analysis,Comparative Effectiveness of Adjuvant Chemotherapy in Early-Stage Breast Cancer: A Network Meta-analysis
i3riibnq,10.1016/s1474-4422(18)30314-4,,,,Penumbral imaging and functional outcome in patients with anterior circulation ischaemic stroke treated with endovascular thrombectomy versus medical therapy: a meta-analysis of individual patient-level data.,meta-analysis,Penumbral imaging and functional outcome in patients with anterior circulation ischaemic stroke treated with endovascular thrombectomy versus medical therapy: a meta-analysis
m25sz781,10.1136/bmjopen-2021-049255,,,,Reducing Self-harm in Adolescents. An individual participant data meta-analysis (RISA-IPD): systematic review protocol.,individual participant data; individual participant data meta-analysis; meta-analysis,. An individual participant data; An individual participant data meta-analysis
7u99v0a5,10.1016/j.eclinm.2021.101080,,,,Efficacy of pharmacologic treatment in tinnitus patients without specific or treatable origin: A network meta-analysis of randomised controlled trials.,meta-analysis,Efficacy of pharmacologic treatment in tinnitus patients without specific or treatable origin: A network meta-analysis
kbxp0f7b,10.1186/s12970-021-00463-z,,,,Effect of dietary nitrate on human muscle power: a systematic review and individual participant data meta-analysis.,individual participant data; individual participant data meta-analysis; meta-analysis,and individual participant data meta-analysis; Effect of dietary nitrate on human muscle power: a systematic review and individual participant data
niai9301,10.1097/md.0000000000020713,,,,Association between the Wilms tumor-1 rs16754 polymorphism and acute myeloid leukemia: A MOOSE-compliant meta-analysis.,meta-analysis,Association between the Wilms tumor-1 rs16754 polymorphism and acute myeloid leukemia: A MOOSE-compliant meta-analysis
0lk0hbxs,10.1007/s40271-020-00443-6,,,,Shared Decision Making in Surgery: A Meta-Analysis of Existing Literature.,Meta-Analysis,Shared Decision Making in Surgery: A Meta-Analysis
z77y0ddx,10.20945/2359-3997000000256,,,,Type 2 diabetes as a major risk factor for COVID-19 severity: a meta-analysis.,meta-analysis,a major risk factor for COVID-19 severity: a meta-analysis
rvp17vku,10.1007/s00384-020-03666-z,,,,Diabetes mellitus and colorectal carcinoma outcomes: a meta-analysis.,meta-analysis,and colorectal carcinoma outcomes: a meta-analysis
br7776ui,10.1002/cncr.34211,,,,Impact of autologous transplantation on survival in patients with newly diagnosed multiple myeloma who have high-risk cytogenetics: A meta-analysis of randomized controlled trials.,meta-analysis,Impact of autologous transplantation on survival in patients with newly diagnosed multiple myeloma who have high-risk cytogenetics: A meta-analysis
f1bk9ryq,10.1097/psy.0000000000001043,,,,Psychosocial intervention in chronic obstructive pulmonary disease: meta-analysis of randomized controlled trials.,meta-analysis,Psychosocial intervention in chronic obstructive pulmonary disease: meta-analysis
xo47a9rs,10.1039/c7cs00877e,,,,Peptide and protein nanoparticle conjugates: versatile platforms for biomedical applications.,platforms,Peptide and protein nanoparticle conjugates: versatile platforms
xcyz0xil,10.1002/eat.23009,,,,Anorexia nervosa and perfectionism: A meta-analysis.,meta-analysis,Anorexia nervosa and perfectionism: A meta-analysis
usslrio6,10.3855/jidc.13256,,,,"Secondary attack rates of COVID-19 in diverse contact settings, a meta-analysis.",meta-analysis,"Secondary attack rates of COVID-19 in diverse contact settings, a meta-analysis"
qhykjwew,10.1016/j.iccn.2021.103028,,,,Meta-analysis of diagnostic test accuracy: Just another meta-analysis?,meta-analysis,Meta-analysis of diagnostic test accuracy: Just another meta-analysis
o76jstf1,10.1186/s40798-019-0197-9,,,,The Demands of Professional Rugby League Match-Play: a Meta-analysis.,Meta-analysis,League Match-Play: a Meta-analysis
1j22dl9x,10.1097/aco.0000000000000965,,,,"Atrial appendage angiotensin-converting enzyme-2, aging and cardiac surgical patients: a platform for understanding aging-related coronavirus disease-2019 vulnerabilities.",platform,"appendage angiotensin-converting enzyme-2, aging and cardiac surgical patients: a platform"
5mvw6sql,10.1016/j.jad.2016.12.032,,,,Characterization of brain blood flow and the amplitude of low-frequency fluctuations in major depressive disorder: A multimodal meta-analysis.,meta-analysis,flow and the amplitude of low-frequency fluctuations in major depressive disorder: A multimodal meta-analysis
6nshel2s,10.1007/s00277-020-04062-x,,,,Risk of kidney toxicity with carfilzomib in multiple myeloma: a meta-analysis of randomized controlled trials.,meta-analysis,Risk of kidney toxicity with carfilzomib in multiple myeloma: a meta-analysis
